"Kinds","company","product","price","brief","newest time","oldest time","if Kontakt"
"FX Bundles","Zynaptiq","Design Bundle","$525.00","Three sound design powerhouses","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Filters & Modulation","$34.74","50 signal chain presets for EZmix","no reviews","no reviews","0"
"FX Bundles","FabFilter","Total Bundle","$852.50","Set of all available FabFilter Plug-ins","no reviews","no reviews","0"
"FX Bundles","FabFilter","Pro Bundle","$644.09","Bundle containing 7 FabFilter Pro Plug-ins","no reviews","no reviews","0"
"FX Bundles","FabFilter","Mixing Bundle","$564.70","Bundle containing 7 FabFilter Mixing Plug-ins","no reviews","no reviews","0"
"FX Bundles","FabFilter","Mastering Bundle","$435.68","Bundle containing 4 FabFilter Mastering Plug-ins","no reviews","no reviews","0"
"FX Bundles","FabFilter","FX Bundle","$743.34","Bundle containing 10 FabFilter FX Plug-ins","no reviews","no reviews","0"
"FX Bundles","FabFilter","Essentials Bundle","$356.28","FabFilter's most essential Mixing Tools","no reviews","no reviews","0"
"FX Bundles","FabFilter","FabFilter Creative Bundle","$346.36","Bundle containing 4 FabFilter Plug-ins","no reviews","no reviews","0"
"FX Bundles","Audionamix","ADX Post-Production Bundle","$524.00","Bundle including ADX SVC & ADX Trax Pro","no reviews","no reviews","0"
"FX Bundles","Audionamix","ADX Music Production Bundle","$274.00","Bundle including ADX VVC & ADX Trax Pro","no reviews","no reviews","0"
"FX Bundles","Plug And Mix","VIP Bundle","$99.00","The Ultimate Audio Plug-in Bundle","no reviews","no reviews","0"
"FX Bundles","Plug And Mix","Pro Series Bundle","$99.00","The Ultimate Precision Pro Series Pack","no reviews","no reviews","0"
"FX Bundles","Toontrack","Ezmix-Pack Mark Lewis Metaltones","$34.74","50 unique settings for Guitar and Bass","no reviews","no reviews","0"
"FX Bundles","Waves","JJP Vocals","$27.79","All-in-one multi-effect plugin for vocals","no reviews","no reviews","0"
"FX Bundles","Slate Digital","Verbsuite Classics","$199.00","Eight of the most popular digital reverbs","no reviews","no reviews","0"
"FX Bundles","Waves","Greg Wells ToneCentric","$57.56","Harmonic Enhancement Plugin for adding rich analog tone","no reviews","no reviews","0"
"FX Bundles","Flux","Studio Session Pack","$149.00","Some of the finest Recording and Mixing Tools","no reviews","no reviews","0"
"FX Bundles","McDSP","6050 Ultimate Channel Strip","$149.00","Everything you need to make your Mix Sound great!","no reviews","no reviews","0"
"FX Bundles","Waves","Greg Wells Signature Series","$88.33","Collection including four Greg Wells Signature Plugins","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Generic Card","$34.74","ONE generic EZmix-Pack license code","no reviews","no reviews","0"
"FX Bundles","IK-Multimedia","T-Racks MAX Bundle","$552.79","33 High-end Audio Processors","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Country Guitars","$34.74","50 unique Tones for Electric Guitar","no reviews","no reviews","0"
"FX Bundles","Waves","Greg Wells PianoCentric","$38.71","Plug-In for piano and keyboard mixing","no reviews","no reviews","0"
"FX Bundles","Waves","Greg Wells VoiceCentric","$48.63","A-Level Vocal Sound in seconds","no reviews","no reviews","0"
"FX Bundles","Waves","CLA Vocals","$27.79","All in One Multi Effect Vocal Plugin","no reviews","no reviews","0"
"FX Bundles","Waves","360 Surround Tools","$445.60","For the creation of sophisticated, accurate Surround mixes","no reviews","no reviews","0"
"FX Bundles","Lexicon","PCM Native Effects Bundle","$157.80","PCM Native Effects Plug-in Bundle","no reviews","no reviews","0"
"FX Bundles","iZotope","Creative Bundle","$218.34","Everything you need for inspiring audio manipulation","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Rooms and Verbs","$34.74","EZmix-Pack Rooms and Verbs - Expansion Pack for EZmix2","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Colin Richardson","$34.74","EZmix-Pack Colin Richardson - Expansion Pack for EZmix2","no reviews","no reviews","0"
"FX Bundles","Waves","V-Series","$66.49","Three state-of-the-art vintage models","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Reggae","$34.74","EZmix Pack Reggae - Expansion Pack for EZmix2","no reviews","no reviews","0"
"FX Bundles","Waves","Dave Clarke EMP Toolbox","$143.90","Seven sound-crafting plugins for electronic music production","no reviews","no reviews","0"
"FX Bundles","Waves","Broadcast & Production","$485.30","Over 20 Effect plugins for Broadcast & Production","no reviews","no reviews","0"
"FX Bundles","Slate Digital","VCC & VTM & VBC Bundle","$349.00","Bundle including 3 Slate plug-ins: VCC, VTM, VBC","no reviews","no reviews","0"
"FX Bundles","Waves","Silver Bundle","$118.10","Effects bundle for Mac & PC","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix 2 LITE upgrade","$78.40","Upgrade from EZmix 2 LITE to EZmix 2 full version","no reviews","no reviews","0"
"FX Bundles","Flux","Elemental Pack","$199.00","Dynamics processing tools at its finest FLUX!","no reviews","no reviews","0"
"FX Bundles","Waves","SSL 4000 Collection","$177.65","Plugins based on the legendary SSL 4000 Series","no reviews","no reviews","0"
"FX Bundles","Waves","CLA Artist Signature Collection - Chris Lord-Alge","$64.51","Signature EFX Serie from Chris Lord-Alge","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix 6 pack Bundle","$99.00","6 global EZmix-Pack license codes","no reviews","no reviews","0"
"FX Bundles","Softube","Studio Collection","$376.13","12 superb studio effects for their projects","no reviews","no reviews","0"
"FX Bundles","iZotope","Music Production Suite Crossgrade Adv.","$783.03","Music Production Suite Crossgrade from Advanced Products","no reviews","no reviews","0"
"FX Bundles","iZotope","Music Production Suite Crossgrade Std.","$892.20","Music Production Suite Crossgrade from Standard Products","no reviews","no reviews","0"
"FX Bundles","iZotope","Music Production Suite Upgrade MPB2","$282.84","Music Production Suite Upgrade from Music Prodction Bundle 2","no reviews","no reviews","0"
"FX Bundles","iZotope","Music Production Suite Upgrade MPB1","$356.28","Music Production Suite Upgrade from Music Prodction Bundle 1","no reviews","no reviews","0"
"FX Bundles","iZotope","O8N2 Advanced Crossgrade Adv.","$282.84","O8N2 Advanced Crossgrade from Advanced Products","no reviews","no reviews","0"
"FX Bundles","iZotope","O8N2 Advanced Crossgrade Std.","$376.13","O8N2 Advanced Crossgrade from Standard Products","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2 Advanced Update Adv.","$137.95","Neutron 2 Advanced Update from Neutron Advanced","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2 Advanced Upgrade Std.","$173.68","Neutron 2 Advanced Upgrade from Neutron Standard","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2 Advanced Upgrade Elements","$276.89","Neutron 2 Advanced Upgrade from Neutron Elements","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2 Update","$132.99","Neutron 2 Update from Neutron Standard","no reviews","no reviews","0"
"FX Bundles","iZotope","Neutron 2 Upgrade Elements","$133.98","Neutron 2 Upgrade from Neutron Elements","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Forrester Savell","$34.74","50 Settings for General Mixing Tasks","no reviews","no reviews","0"
"FX Bundles","iZotope","Nectar 2 Crossgrade Elements","$137.95","Crossgrade from Nectar Elements to Nectar 2 Production Suite","no reviews","no reviews","0"
"FX Bundles","iZotope","Nectar 2 Upgrade","$89.32","Upgrade from Nectar 1 to Nectar 2 Production Suite","no reviews","no reviews","0"
"FX Bundles","Slate Digital","VBC & VTM Bundle","$299.00","Reduced Bundle of 2 popular Slate plug-ins","no reviews","no reviews","0"
"FX Bundles","iZotope","RX 6 Advanced Upgrade RX","$574.62","RX 6 Advanced Upgrade from RX","no reviews","no reviews","0"
"FX Bundles","iZotope","RX 6 Advanced Upgrade RX Advanced","$276.89","RX 6 Advanced Update from RX 1-5 Advanced","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Andy Sneap","$34.74","EZmix-Pack Andy Sneap - Expansion for EZmix2","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack The Mix Toolbox","$34.74","Preset collection for EZmix by Mark Hallman","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Lead Vocals","$34.74","EZmix preset collection for Lead Vocals","no reviews","no reviews","0"
"FX Bundles","iZotope","Nectar 2 Production Suite","$118.10","Complete set of professional tools and effects for voice","no reviews","no reviews","0"
"FX Bundles","Waves","Manny Marroquin Artist Signature Collection","$66.49","Manny Marroquin Waves Signature Series","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Peter Henderson","$34.74","Preset collection for EZmix by Peter Henderson","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Vocal Toolbox","$34.74","Preset collection for vocal recordings with EZmix","no reviews","no reviews","0"
"FX Bundles","Waves","Vocal Collection Signature Series","$94.28","The key to world-class vocal mixes!","no reviews","no reviews","0"
"FX Bundles","Waves","Vocal Bundle","$67.49","The ultimate bundle for vocal processing","no reviews","no reviews","0"
"FX Bundles","Waves","Renaissance Maxx Bundle","$128.02","Great plug-in bundle with analog vintage sound","no reviews","no reviews","0"
"FX Bundles","Waves","API Collection","$88.33","All Waves API effects in one collection!","no reviews","no reviews","0"
"FX Bundles","Waves","JJP Artist Signature Collection - Jack Joseph Puig","$86.34","Signature Collection by Jack Joseph Puig","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Neil Dorfsman","$34.74","Preset collection for EZmix by Neil Dorfsman","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix 2 Bundle","$197.49","EZmix 2 & 6 license codes for EZmix Packs of your choice","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Dirt","$34.74","Expansion Pack for EZmix2 ""Dirt""","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack Randy Staub","$34.74","Preset Pack für EZmix by Randy Straub","no reviews","no reviews","0"
"FX Bundles","Toontrack","EZmix-Pack CORE Expansion","$34.74","Core EZmix Pack - Expansion Pack for EZmix2","no reviews","no reviews","0"
"FX Bundles","Softube","Mix Bundle","$147.87","The ideal basic equipment for a special mix!","no reviews","no reviews","0"
"FX Bundles","Softube","Effect Bundle","$98.25","Acoustic Feedback, Tube Delay and Spring Reverb bundle!","no reviews","no reviews","0"
"FX Bundles","Slate Digital","VTC Virtual Tube Collection","$163.75","3 Virtual Tube modules for the Virtual Mix Rack","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 Upgrade 4","$166.73","Upgrade for user of certain Softube Products","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 Upgrade 3","$250.09","Upgrade for user of certain Softube Products","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 Upgrade 2","$296.74","Upgrade for user of certain Softube Products","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 Upgrade 1","$322.54","Upgrade for user of certain Softube Products","no reviews","no reviews","0"
"FX Bundles","Softube","Volume 1 Upgrade from TSAR1","$203.45","**Upgrade to Volume 1 for registered users of TSAR-1","no reviews","no reviews","0"
"FX Bundles","VSL Software","Vienna Suite PRO Upgrade","$395.00","Reduced Upgrade for Vienna Suite Users","no reviews","no reviews","0"
"FX Bundles","Waves","Dave Aude EMP Toolbox Native","$126.04","Six cutting-edge Waves audio processors","no reviews","no reviews","0"
"FX Bundles","IK-Multimedia","SampleTank 2 XL","$88.33","Sample workstation with many sounds, synths and effects","no reviews","no reviews","0"
"FX Bundles","Waves","DTS Neural Surround Collection","$491.26","Real-time conversion of stereo audio to surround","no reviews","no reviews","0"
"FX Bundles","McDSP","All Access 1 Year License","$295.00","1 Year Subscription for all McDSP Plug-Ins","no reviews","no reviews","0"
