"Kinds","company","product","price","brief","newest time","oldest time","if Kontakt"
"Drums","Soniccouture","Electro-Acoustic","$109.00","15 vintage drum machines - multi-channel studio recordings","no reviews","no reviews","1"
"Drums","Umlaut Audio","uBEAT Elektro","$49.00","Electronic beats to get your music moving","no reviews","no reviews","1"
"Drums","Umlaut Audio","uBEAT Hip-Hop","$49.00","Modern hip-hop: Add booming vibes to any production","no reviews","no reviews","1"
"Drums","Umlaut Audio","uBEAT Hybrid","$49.00","A unique mix of electronic and acoustic sounds","no reviews","no reviews","1"
"Drums","XLN Audio","Addictive Trigger & Drum Vault Bundle","$197.49","Drum-Replacement Bundle","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Trigger: Drum Vault","$78.40","Essential expansion for Addictive Trigger","no reviews","no reviews","0"
"Drums","Best Service","Voyager Drums LE","$61.00","LITE Version of Voyager Drums by Best Service","no reviews","no reviews","0"
"Drums","Toontrack","EZX Big Rock Drums","$49.00","The thunderous tone of classic ‘70s hard rock","no reviews","no reviews","0"
"Drums","Toontrack","EZX Modern Pop Value Pack","$124.05","Three individual EZX expansions","no reviews","no reviews","0"
"Drums","Toontrack","EZX Dream Pop","$49.00","Tailored for modern Music Production","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2: Custom XL","$296.74","Select any 6 ADpaks, any 6 MIDIpaks and any 6 Kitpiece","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Rock & Metal","$147.87","Addictive Drums 2 for Rock & Metal","no reviews","no reviews","0"
"Drums","Heavyocity","Master Sessions: Ensemble Woods Collection","$119.20","Scoring Tools for the Pro Composer","no reviews","no reviews","1"
"Drums","East West","ProDrummer Bundle","$165.00","100 GB Bundle containing both ProDrummer Volumes","no reviews","no reviews","0"
"Drums","East West","ProDrummer 2","$99.00","60 Gigabytes of Drum Kits and MIDI Drum Grooves","no reviews","no reviews","0"
"Drums","East West","ProDrummer 1","$99.00","40 Gigabytes of Drum Kits and MIDI Drum Grooves","no reviews","no reviews","0"
"Drums","Strezov Sampling","Thunder X3M","$329.00","16,000 samples of total Percussion Madness","2016","2016","1"
"Drums","Impact Soundworks","Shreddage Drums","$69.00","Ultimate Rock & Metal Drum instrument","no reviews","no reviews","1"
"Drums","Toontrack","EZX Traditional Country","$49.00","Legendary Country Drums for EZDrummer 2","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2: Custom","$147.87","Select any 3 ADpaks, any 3 MIDIpaks and any 3 Kitpiece","no reviews","no reviews","0"
"Drums","Toontrack","EZX Progressive","$49.00","Richly textured Drum Sounds tailored for Metal or Heavy Rock","no reviews","no reviews","0"
"Drums","Toontrack","SDX The Progressive Foundry","$99.00","Most profound expansion in the Superior Drummer Line","no reviews","no reviews","0"
"Drums","Toontrack","EZX Post Rock","$49.00","Unpredictable and almost cinematic Drums","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Trigger","$147.87","Intelligent “All in One” Drum Replacer","no reviews","no reviews","0"
"Drums","VSL Single Instruments","Drums & Toms","$55.00","Drums and toms in their various forms","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 United Pop","$78.40","Colorful and polished drums that POP!","no reviews","no reviews","0"
"Drums","Toontrack","SDX Indiependent","$99.00","Genuine collection of vintage drums for indie music","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Creative Collection","$296.74","5 Drumkits & Sounds of 5 vintage drumcomputer","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2","$147.87","Complete Drum Production Studio","no reviews","no reviews","0"
"Drums","Toontrack","EZX Southern Soul","$49.00","Sound Expansion for EZDrummer 2","no reviews","no reviews","0"
"Drums","Toontrack","EZX HipHop","$49.00","Acoustic & electric Drums, Percussion & Drumcomputer","no reviews","no reviews","0"
"Drums","Toontrack","EZ Drummer 2 Bundle","$197.49","EZdrummer 2 including 2 EZX Sound libraries of your choice","no reviews","no reviews","0"
"Drums","Heavyocity","BitRate II & Monoboy","$39.20","Nostalgic Drum Sounds and a Melodic Instrument","no reviews","no reviews","0"
"Drums","Toontrack","SDX Metal Machinery","$98.25","Metal Extension for Superior Drummer 2 with 3 Kits","no reviews","no reviews","0"
"Drums","cinesamples","Drums of War 2","$99.00","Massive and  Epic Cinematic Drums Vol.2","no reviews","no reviews","1"
"Drums","cinesamples","Drums of War","$69.00","Massive and  Epic Cinematic Drums Vol.1","no reviews","no reviews","1"
"Drums","cinesamples","Drums of War Bundle","$149.00","Bundle containing both Drums of War Libraries","no reviews","no reviews","1"
"Drums","Heavyocity","Master Sessions: Ethnic Drum Ensemble Kits","$63.20","Ethnic Drum Ensemble Kits by Heavyocity","no reviews","no reviews","1"
"Drums","Heavyocity","Master Sessions: Ethnic Drum Ensemble Loops","$63.20","Ethnic Drum Ensemble Loops by Heavyocity","no reviews","no reviews","1"
"Drums","WaveDNA","Liquid Rhythm","$88.33","Beat Generator, Sequencer and software-based MIDI Controller","no reviews","no reviews","0"
"Drums","WaveDNA","Liquid Rhythm Intro","$44.66","Intro Version of the Liquid Rhythm Beat Generator","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Fairfax Vol. 2","$78.40","Addictive Drums 2 - American Style Modern Rock Drums","no reviews","no reviews","0"
"Drums","Heavyocity","Master Sessions: Ensemble Drums-Kits","$63.20","Ensemble Drums-Kits from Heavyocity for the pro composer","no reviews","no reviews","1"
"Drums","Heavyocity","Master Sessions: Ensemble Drums-Loops","$63.20","Ensemble Drums-Loops from Heavyocity for the pro composer","no reviews","no reviews","1"
"Drums","XLN Audio","Addictive Drums 2 Fairfax Vol. 1","$78.40","Addictive Drums 2 - American Style Modern Rock Drums","no reviews","no reviews","0"
"Drums","Heavyocity","DM-307","$239.20","Highly stylized Groove designer from the creators of DAMAGE!","2014","2014","1"
"Drums","Vir2 (by Big Fish)","Cinematic Thunder","$74.25","Ultimate Epic Toms Percussion","no reviews","no reviews","1"
"Drums","Toontrack","SDX The Rock Warehouse","$99.00","3 complete & huge drum sets for Superior Drummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Metal!","$49.00","9 Custom drum sets, including incredible midi grooves.","no reviews","no reviews","0"
"Drums","Big Fish Audio","Epic: Cinematic Drums & Sound Design","$139.30","Cinematic drums & epic sound design!","no reviews","no reviews","1"
"Drums","Toontrack","EZX ROCK!","$49.00","The drums perfect for any type of skirt!","2014","2014","0"
"Drums","Toontrack","EZX Indie Folk","$49.00","Indie folk extension for EZDrummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX Roots - Brushes, Rods & Mallets","$99.00","SDX extension with brushes, rods and mallets","no reviews","no reviews","0"
"Drums","Toontrack","SDX Roots Sticks","$99.00","SDX Roots extension, palyed with sticks","no reviews","no reviews","0"
"Drums","Toontrack","New York Studios Collection Super Bundle","$346.36","Bundle: Superior Drummer, NY-Studios Vol 2&3 + free packs","no reviews","no reviews","0"
"Drums","Toontrack","EZX The Blues","$49.00","Blues extension sets for EZDrummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX New York Studios Vol. 3","$99.00","Extensions sets for Superior Drummer NY Studios Vol.3","no reviews","no reviews","0"
"Drums","Toontrack","EZX Rock Solid","$49.00","Extension for EZdrummer, from Classic Rock to Metal","no reviews","no reviews","0"
"Drums","Vir2 (by Big Fish)","Studio Kit Builder","$74.25","Great drum kit collection with 50 complete kits!","2013","2013","1"
"Drums","VSL Single Instruments","Jazz Drums VI8D","$95.00","Jazz Drums by VSL","no reviews","no reviews","0"
"Drums","Toontrack","EZX Pop","$49.00","10 Pop drumsets as expansion for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Metal Machine","$49.00","Metal Expansion Kit for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX Roots Bundle","$187.57","Expansion Pack for Superiour Drummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Americana","$49.00","EZX expansion for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Number 1 Hits","$49.00","Expansion for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX The Classic","$49.00","Additional Classic kits for EZdrummer","no reviews","no reviews","0"
"Drums","East West","QL Ministry of Rock 2","$199.00","Rock-drums, basses and guitars recorded at East West Studios","2011","2011","0"
"Drums","Toontrack","EZX Metalheads","$49.00","Metal Expansion for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX Music City USA","$99.00","Expansion pack for Superior Drummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Electronic","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX Custom & Vintage","$99.00","Expansion pack for Superior Drummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX Metal Foundry","$99.00","Expansion pack for Superior Drummer","no reviews","no reviews","0"
"Drums","Toontrack","SDX New York Studios Vol. 2","$99.00","SDX Extension for Superior Drummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Jazz","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX The Funkmasters","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Twisted Kit","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Claustrophobic","$48.63","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Nashville","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Toontrack","EZX Vintage Rock - Brushes & Sticks","$49.00","Expansion set for EZdrummer","2007","2007","0"
"Drums","Toontrack","EZX Drumkit From Hell","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Drums","Umlaut Audio","All Products Bundle","$299.00","All Umlaut Audio products in one bundle","no reviews","no reviews","1"
"Drums","Toontrack","SDX The Rock Foundry","$137.95","65 GB of raw, unprocessed drum sounds recorded by Bob Rock","no reviews","no reviews","0"
"Drums","Toontrack","EZX Alt-Rock","$49.00","Alt-Rock Extension for EZ Drummer 2","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 United Heavy","$78.40","Hard-hitting drums for heavy music","no reviews","no reviews","0"
"Drums","Sample Magic","Stacker","$65.00","Drum layer and Sound design tool","no reviews","no reviews","0"
"Drums","Soundiron","Lo","$39.00","Kick and low frequency FX library","no reviews","no reviews","1"
"Drums","Soundiron","Motor Rhythms","$89.00","Unique Drum Kit, crafted from raw automobile parts","no reviews","no reviews","1"
"Drums","XLN Audio","Addictive Drums 2 Modern Soul and R&B","$78.40","Fat, warm, organic drums for Modern Soul and R&B","no reviews","no reviews","0"
"Drums","Toontrack","EZX Seventies Rock","$49.00","Unprecedented palette of Drums for your 70s-inspired music","no reviews","no reviews","0"
"Drums","Slate Digital","CLA Expansion for SSD 4","$99.00","Fat and punchy Mix ready Drum Expansion","no reviews","no reviews","no requirement"
"Drums","Slate Digital","CLA Expansion for Trigger","$99.00","Fat and punchy Mix ready Drums","no reviews","no reviews","no requirement"
"Drums","Slate Digital","Blackbird Expansion for SSD 4","$149.00","Amazing sounding Drum Library Expansion","no reviews","no reviews","no requirement"
"Drums","Slate Digital","Blackbird Expansion for Trigger","$149.00","Amazing sounding Drum Library","no reviews","no reviews","no requirement"
"Drums","Slate Digital","David Bendeth Expansion for SSD4","$99.00","5 preset Kits, preprocessed by David Bendeth","no reviews","no reviews","no requirement"
"Drums","Slate Digital","David Bendeth Expansion for Trigger","$99.00","5 preset kits, preprocessed by David Bendeth","no reviews","no reviews","no requirement"
"Drums","Slate Digital","Terry Date Expansion for SSD4","$99.00","10 hard hitting kits recorded and mixed by Terry Date","no reviews","no reviews","no requirement"
"Drums","Slate Digital","Terry Date Expansion for Trigger","$99.00","10 Hard Hitting Kits recorded and mixed by Terry Date","no reviews","no reviews","no requirement"
"Drums","cinesamples","Session Drummer","$69.00","Instruments and Loops of Jazz Drum Kits in Various Styles","no reviews","no reviews","1"
"Drums","XLN Audio","Addictive Drums 2 Metal","$78.40","Addictive Drums 2 - METAL, Ludwig Metal Drumkit","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Studio Rock","$78.40","Addictive Drums 2 - Moderne & polished Rock Drumsounds","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Vintage Dry","$78.40","Addictive Drums 2 - Authentic Drum Sound of the 70s","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Reel Machines","$78.40","Addictive Drums 2 - Collection of Electronic Drum Sounds","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Retroplex","$78.40","Addictive Drums 2 - 70s Glam Rock Drum Sound","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Session Percussion","$78.40","Addictive Drums 2 - Premium Percussion Instruments","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Studio Pop","$78.40","Addictive Drums 2 - Modern Rock & Pop Drums","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Studio Prog","$78.40","Addictive Drums 2 - Progressive Rock Drums","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Blue Oyster","$78.40","Addictive Drums 2- Blue Oyster late 60s Drumkit","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Funk","$78.40","Addictive Drums 2 - Funk ""All Time Favourite” Funkbeats","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Indie","$78.40","Addictive Drums 2 - Analag Tape Recorded INDIE Drum Kit","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Modern Jazz Brushes","$78.40","Addictive Drums 2, incl.Jazz Drum Kit played with brushes","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Modern Jazz Sticks","$78.40","Addictive Drums 2 - Classy Drums for Modern Jazz","no reviews","no reviews","0"
"Drums","Acousticsamples","AS Drums Collection","$111.30","7 deep-sampled Drum Kits in one collection","no reviews","no reviews","0"
"Drums","UVI","Jazzistic","$99.00","Jazz Instruments & Jazz Pattern","no reviews","no reviews","0"
"Drums","Slate Digital","Steven Slate Drums SSD4 Platinum","$149.00","Massive virtual drum instrument","no reviews","no reviews","0"
"Drums","Slate Digital","Steven Slate Drums SSD4 EX","$99.00","Small version of SSD4 Platinum - same effect!","no reviews","no reviews","0"
"Drums","East West","Fab Four","$199.00","Play the instruments of the Beatles","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Black Oyster","$78.40","Addictive Drums 2 - Black Oyster The Sound of the 60s","no reviews","no reviews","0"
"Drums","XLN Audio","Addictive Drums 2 Black Velvet","$78.40","Addictive Drums 2 - Black Velvet the sound of the Grunge Era","no reviews","no reviews","0"
"Drums","Divergent Audio Group","Fameboy","$40.69","Unique 8 bit drum synthesizer","no reviews","no reviews","1"
"Drums","Best Service","Voyager Drums Upgrade","$39.00","Upgrade to Voyager Drums Full Version","no reviews","no reviews","0"
"Drums","Soundiron","Grit Kit","$49.00","Basic and Experimental Drums","no reviews","no reviews","1"
"Drums","Softube","Heartbeat","$98.25","Innovative software Drum Synth","2015","2015","0"
"Drums","Slate Digital","Trigger Platinum","$149.00","The Next-Gen Drum Replacement Tool!","no reviews","no reviews","0"
"Drums","Slate Digital","Trigger EX","$99.00","The little brother of TRIGGER PLATINUM","no reviews","no reviews","0"
"Drums","East West","QL Goliath","$199.00","More than 180 instruments and over 600 patches","no reviews","no reviews","0"
"Drums","East West","QL Ministry of Rock","$199.00","Rock-drums, -basses and -guitars from East West, Hollywood","no reviews","no reviews","0"
"Drums","Vir2 (by Big Fish)","VI One","$74.25","Vast Collection of Instruments across every Musical Style.","2007","2007","1"
"Drums","WaveDNA","Liquid Rhythm Upgrade","$44.66","Upgrade for registered Users of Liquid Rhythm Intro","no reviews","no reviews","0"
"Drums","Toontrack","Drum Fundamentals ROCK","$147.87","6 full Toontrack products, including EZdrummer!","no reviews","no reviews","0"
"Drums","Toontrack","Drum Fundamentals METAL","$147.87","6 metal products, including EZdrummer!","no reviews","no reviews","0"
"Drums","Soundiron","Drum Collection","$349.00","Huge Collection of Drums & Percussion from Soundiron!","no reviews","no reviews","1"
"Drums","Sonivox","Big Bang Universal Drums","$48.63","Amazing sounding and deeply sampled custom built drum kits","no reviews","no reviews","0"
"Drums","Sonivox","Pulse","$128.02","Over 400 Drum Kits and Instruments","no reviews","no reviews","0"
"Drums","Toontrack","Beatstation","$78.40","Beatstation is your ""go to"" instrument for quickly getting a","no reviews","no reviews","0"
"Percussion Instruments","Best Service","Klanghaus Bio Machine","$99.00","Self-built instruments meet sound design","2016","2016","0"
"Percussion Instruments","Best Service","ERA II  Medieval Legends","$259.00","A huge set of historical instruments","2016","2012","0"
"Percussion Instruments","Best Service","Galaxy X-Loops","$95.00","Convolution Synthesizer, hundreds of special effect loops","no reviews","no reviews","0"
"Percussion Instruments","Best Service","Forest Kingdom II","$259.00","The sound of forests and jungles, the sound of Mother Nature","2013","2011","0"
"Percussion Instruments","Best Service","Cinematique Instruments 2","$199.00","Cinamtatic library with unique instruments","2013","2013","0"
"Percussion Instruments","Best Service","Peking Opera Percussion","$129.00","Drum and percussion instruments used in Chinese Opera","2012","2012","0"
"Percussion Instruments","VSL Instruments Collections","Synchron Percussion I","$795.00","16 Orchestral Percussion Instruments from the Synchron Stage","no reviews","no reviews","0"
"Percussion Instruments","Sample Logic","IMPAKT","$336.44","Over 850 breathtaking morphed concert percussion instruments","2013","2013","1"
"Percussion Instruments","Handheld Sound","Flying Hand Percussion v1.5","$159.00","Dedicated Hand-Percussion sample library for Kontakt.","no reviews","no reviews","1"
"Percussion Instruments","VSL Special Editions","Special Edition Section Vol. 1 Percussion & More","$70.00","The Percussion & More Section from the Volume 1 Collection","no reviews","no reviews","0"
"Percussion Instruments","VSL Instruments Bundles","Symphonic Cube","$1995.00","A professional orchestra in a giant bundle","no reviews","no reviews","0"
"Percussion Instruments","VSL Instruments Bundles","Percussion Complete","$1090.00","Huge collection of percussion by Vienna Instruments","no reviews","no reviews","0"
"Percussion Instruments","Spectrasonics","Stylus RMX Xpanded","$399.00","New version of Stylus RMX Realtime Groove Module","no reviews","no reviews","0"
"Percussion Instruments","Best Service","Drums Overkill","$159.00","More than 27000 various DRUM & PERCUSSION sounds","2007","2007","1"
"Percussion Instruments","VSL Instruments Collections","Elements","$195.00","Exciting new and bizarre instruments & sound generation","no reviews","no reviews","0"
"Percussion Instruments","VSL Instruments Collections","Percussion by VSL","$275.00","Huge collection of Vienna Instruments Percussion","no reviews","no reviews","0"
"Percussion Instruments","Strezov Sampling","X3M Percussion Bundle","$459.00","Bundle consisting of Strezov X3M Thunder & Tupans","no reviews","no reviews","1"
"Percussion Instruments","Cinematique Instruments","Ensemblia 2 Percussive","$109.17","A versatile Percussion library","no reviews","no reviews","1"
"Percussion Instruments","Cinematique Instruments","Ensemblia Metallique","$45.65","The metallic maletts flavor","no reviews","no reviews","1"
"Percussion Instruments","UVI","Beat Box Anthology 2","$149.00","Collection of pristine hardware drum machine sounds","no reviews","no reviews","0"
"Percussion Instruments","East West","MGS Vol.5 Keyboards and Percussion","$99.00","Instruments designed for Fishman TriplePlay","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Synchron Drums I","$195.00","Snare drum, Bass drum, 8 Concert toms and 2 Tambourines","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Synchron Mallets I","$195.00","Synchron Stage Xylophon, Glockenspiel and Celesta","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Synchron Orchestral Percussion I","$145.00","Synchron Stage Orchestral Percussion Set","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Synchron Timpani I","$195.00","5 Adams Artist Alpha Timpani from Synchron Percussion I","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Synchron Bells I","$95.00","Synchron Stage Tubular Bells","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Synchron Cymbals & Gongs I","$145.00","Synchron Stage Suspended Cymbals & Tam Tams","no reviews","no reviews","0"
"Percussion Instruments","Vir2 (by Big Fish)","Vital Series: Mallets","$74.25","Essential tuned percussion","no reviews","no reviews","1"
"Percussion Instruments","Umlaut Audio","ARPS","$49.00","Sample-based Percussion instrument","no reviews","no reviews","1"
"Percussion Instruments","Umlaut Audio","Jungle Loops","$29.00","Hand-Percussion library with wood-like tones","no reviews","no reviews","1"
"Percussion Instruments","Umlaut Audio","uBEAT Elektro","$49.00","Electronic beats to get your music moving","no reviews","no reviews","1"
"Percussion Instruments","Umlaut Audio","uBEAT Hip-Hop","$49.00","Modern hip-hop: Add booming vibes to any production","no reviews","no reviews","1"
"Percussion Instruments","Umlaut Audio","uBEAT Hybrid","$49.00","A unique mix of electronic and acoustic sounds","no reviews","no reviews","1"
"Percussion Instruments","Strezov Sampling","TUPANS X3M","$179.00","Detailed sampled Bulgarian Tupan Drum","no reviews","no reviews","1"
"Percussion Instruments","cinesamples","African Marimba & Udu","$29.00","A collection of sampled African Instruments","no reviews","no reviews","1"
"Percussion Instruments","Heavyocity","Master Sessions: Ensemble Woods Collection","$119.20","Scoring Tools for the Pro Composer","no reviews","no reviews","1"
"Percussion Instruments","Impact Soundworks","Rhapsody Orchestral Percussion","$99.00","Collection of traditional & extended percussive instruments","no reviews","no reviews","1"
"Percussion Instruments","Strezov Sampling","Thunder X3M","$329.00","16,000 samples of total Percussion Madness","2016","2016","1"
"Percussion Instruments","Handheld Sound","Scoring Mallets","$199.00","Cinematic Marimba, Xylophone and Vibraphone","2016","2016","1"
"Percussion Instruments","Soundiron","Petroglyph","$39.00","A Stone Age Percussion Library","no reviews","no reviews","1"
"Percussion Instruments","Soundiron","Steel Tones","$49.00","Multi-sampled metallic tuned percussion instrument","no reviews","no reviews","1"
"Percussion Instruments","Soundiron","Tape","$39.00","Collection of percussive Strikes, Stingers,Multisamples & FX","no reviews","no reviews","1"
"Percussion Instruments","Heavyocity","Master Sessions: Ensemble Metals Collection","$119.20","A dynamic new Standard for cinematic Percussive Metals","no reviews","no reviews","1"
"Percussion Instruments","Heavyocity","Master Sessions: Ensemble Metals Kits","$63.20","Ensemble Metals Kits by Heavyocity","no reviews","no reviews","1"
"Percussion Instruments","VSL Single Instruments","Drums & Toms","$55.00","Drums and toms in their various forms","no reviews","no reviews","0"
"Percussion Instruments","XLN Audio","Addictive Drums 2 Creative Collection","$296.74","5 Drumkits & Sounds of 5 vintage drumcomputer","no reviews","no reviews","0"
"Percussion Instruments","Soundiron","Antidrum III","$59.00","A mighty compendium of experimental multi-sampled percussio","no reviews","no reviews","1"
"Percussion Instruments","Evolution Series","World Percussion TAIKO","$119.00","Professional TAIKO library for Kontakt (Full version)","no reviews","no reviews","1"
"Percussion Instruments","Soundiron","Whaledrum","$39.00","Modern incarnation of the World’s oldest known instrument","no reviews","no reviews","1"
"Percussion Instruments","Soundiron","Waterharp 2.0","$59.00","Collection of classic and unique Waterphone sounds","no reviews","no reviews","1"
"Percussion Instruments","cinesamples","Deep Percussion Beds Bundle","$219.00","Bundle containing Deep Percussion Beds 1 & 2","no reviews","no reviews","1"
"Percussion Instruments","cinesamples","Deep Percussion Beds 2","$139.00","Epic Emotional Percussion Beds and action grooves library","no reviews","no reviews","1"
"Percussion Instruments","cinesamples","Deep Percussion Beds","$99.00","Epic and Emotional Percussion Beds and Action Loops","no reviews","no reviews","1"
"Percussion Instruments","East West","Hollywood Orchestral Percussion Gold","$132.00","Orchester Percussion Library Gold Edition","no reviews","no reviews","0"
"Percussion Instruments","Big Fish Audio","SMACK: Claps, Snaps & Stomps","$69.30","Claps, Snaps, Stomps, and Percussion Virtual Instrument","no reviews","no reviews","1"
"Percussion Instruments","East West","Hollywood Orchestral Percussion Diamond","$229.00","Orchestral percussion library completing Hollywood series","no reviews","no reviews","0"
"Percussion Instruments","Audiowiesel","Hammered Acoustic Guitar Full Bundle","$94.28","Hammered Acoustic Guitar Full Bundle","no reviews","no reviews","0"
"Percussion Instruments","Audiowiesel","Hammered Acoustic Guitar FX & Percussion","$54.58","Hammered Acoustic Guitar FX & Percussion","no reviews","no reviews","0"
"Percussion Instruments","Audiowiesel","Hammered Acoustic Guitar Core","$59.00","Hammered Acoustic Guitar Core Library","no reviews","no reviews","0"
"Percussion Instruments","Sample Logic","Stadium Instruments","$44.66","Traditional & Morphed Crowd Instruments","no reviews","no reviews","1"
"Percussion Instruments","Heavyocity","DM-307","$239.20","Highly stylized Groove designer from the creators of DAMAGE!","2014","2014","1"
"Percussion Instruments","Soundiron","Apocalypse Elements Player Edition","$99.00","The little brother of the Apocalypse Percussion Ensemble!","no reviews","no reviews","1"
"Percussion Instruments","Vir2 (by Big Fish)","Cinematic Thunder","$74.25","Ultimate Epic Toms Percussion","no reviews","no reviews","1"
"Percussion Instruments","Sample Logic","Thunder Springs","$84.36","More than 450 rare and mutilated Instruments & Multis","2013","2013","1"
"Percussion Instruments","VSL Single Instruments","Bells","$45.00","Various types of bell and bell substitutes by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Exotic Percussion","$45.00","Percussion instruments from various cultures and regions","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","TamTams & Gongs","$40.00","TamTams & Gongs by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Vibraphone","$55.00","The Vibraphone by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Xylophone","$55.00","The Xylophone by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Glockenspiel","$40.00","The glockenspiel by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Marimbaphone","$55.00","The Marimbaphone by VSL","no reviews","no reviews","0"
"Percussion Instruments","East West","Stormdrum 3","$199.00","SD 3 massive Percussion Collection produced by Nick Phoenix!","2014","2013","0"
"Percussion Instruments","VSL Single Instruments","Bass Waterphone","$65.00","The evocative bass waterphone by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","XXL Tamtam","$65.00","XXL Tamtam Percussion by VSL","no reviews","no reviews","0"
"Percussion Instruments","VSL Single Instruments","Lithophone","$65.00","Special Lihtophone, modeled after the marimba","no reviews","no reviews","0"
"Percussion Instruments","Project SAM","True Strike Pack","$221.25","Both TrueStrike Percussion collections in one bundle","no reviews","no reviews","1"
"Percussion Instruments","Project SAM","True Strike 1 Orchestral Percussion","$132.75","Ultimate percussion source for film, tv and game composers","2011","2011","1"
"Percussion Instruments","Project SAM","True Strike 2 World & Effects Percussion","$114.75","World Percussion from Japan, Africa, Turkey and Europe","2011","2010","1"
"Percussion Instruments","East West","QL SILK","$199.00","Traditional instruments from China, Persia and India","2009","2009","0"
"Percussion Instruments","Vir2 (by Big Fish)","Elite Orchestral Percussion","$74.25","250 Traditional and unusual percussion instruments!","2009","2009","1"
"Percussion Instruments","Toontrack","EZX Latin Percussion","$49.00","Expansion set for EZdrummer","no reviews","no reviews","0"
"Percussion Instruments","cinesamples","Tonal Ticky Tackies","$119.00","Collection of semi-tonal Percussion Instruments","no reviews","no reviews","1"
"Percussion Instruments","Cinematique Instruments","Hammered Dulcimer","$38.71","Detailed sampled Dulcimer","no reviews","no reviews","1"
"Percussion Instruments","In Session Audio","Shimmer Shake Strike","$99.00","Essential Collection of Percussion Instruments","no reviews","no reviews","1"
"Percussion Instruments","East West","Hollywood Orchestral Percussion Silver","$79.00","Orchester Percussion Library Silver Edition","no reviews","no reviews","0"
"Percussion Instruments","Zero-G","Eastern Percussion Module","$54.78","Realistic Middle Eastern Percussion","no reviews","no reviews","1"
"Percussion Instruments","cinesamples","CineBells Bundle","$99.00","Orchestra Percussion section essentials","no reviews","no reviews","1"
